Product,Test,Time,log10_thresh,Sensitivity,Specificity,PPV,NPV,Prevalence,Accuracy,F1,Jaccard,MCC,Youden_J
UHT Milk,Charm,12 Hours,1.1,0.8571,0.875,0.9722,0.9762,0.6458,0.9583,0.9848,0.8333,1,0.7143
UHT Milk,Charm,12 Hours,1.2,0.8571,0.875,0.9722,0.9762,0.6458,0.9583,0.9848,0.8333,1,0.7143
UHT Milk,Charm,12 Hours,1.3,0.8571,0.875,0.9722,0.9762,0.6458,0.9583,0.9848,0.8333,1,0.7143
UHT Milk,Charm,12 Hours,1.4,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,1.5,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,1.6,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,1.7,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,1.8,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,1.9,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.1,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.2,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.3,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.4,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.5,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.6,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.7,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.8,0.8571,1,1,0.9792,0.6458,0.9792,1,0.8571,1,0.8571
UHT Milk,Charm,12 Hours,2.9,0.8286,1,1,0.9167,0.6458,0.9583,0.9815,0.8286,0.9387,0.8286
UHT Milk,Charm,12 Hours,3,0.8,1,1,0.8958,0.6458,0.9375,0.9583,0.8,0.9079,0.8
UHT Milk,Charm,12 Hours,3.1,0.8,1,1,0.8958,0.6458,0.9375,0.9583,0.8,0.9079,0.8
UHT Milk,Charm,12 Hours,3.2,0.7714,1,1,0.8854,0.6458,0.9167,0.9286,0.7714,0.886,0.7714
UHT Milk,Charm,12 Hours,3.3,0.7429,1,1,0.8792,0.6458,0.8958,0.8889,0.7429,0.8667,0.7429
UHT Milk,Charm,12 Hours,3.4,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,3.5,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,3.6,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,3.7,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,3.8,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,3.9,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4.1,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4.2,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4.3,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4.4,0.7143,1,1,0.875,0.6458,0.875,1,0.7143,1,0.7143
UHT Milk,Charm,12 Hours,4.5,0.6857,1,1,0.8125,0.6458,0.8542,0.9778,0.6857,0.9265,0.6857
UHT Milk,Charm,12 Hours,4.6,0.6286,1,1,0.7292,0.6458,0.8125,0.9278,0.6286,0.8159,0.6286
UHT Milk,Charm,12 Hours,4.7,0.4571,1,1,0.6146,0.6458,0.6875,0.8651,0.4571,0.7372,0.4571
UHT Milk,Charm,12 Hours,4.8,0.2286,1,1,0.4792,0.6458,0.5208,0.875,0.2286,0.7236,0.2286
UHT Milk,Charm,12 Hours,4.9,0.1429,1,1,0.4583,0.6458,0.4583,1,0.1429,1,0.1429
UHT Milk,Charm,12 Hours,5,0.1429,1,1,0.4583,0.6458,0.4583,1,0.1429,1,0.1429
UHT Milk,Charm,12 Hours,5.1,0.1429,1,1,0.4583,0.6458,0.4583,1,0.1429,1,0.1429
UHT Milk,Charm,12 Hours,5.2,0.1429,1,1,0.4583,0.6458,0.4583,1,0.1429,1,0.1429
UHT Milk,Charm,12 Hours,5.3,0.1429,1,1,0.4583,0.6458,0.4583,1,0.1429,1,0.1429
UHT Milk,Charm,12 Hours,5.4,0.0571,1,1,0.3646,0.6458,0.3958,0.5714,0.0571,0.3162,0.0571
UHT Milk,Charm,12 Hours,5.5,0,1,NA,0.3542,0.6458,0.3542,NA,0,NA,0
UHT Milk,Charm,24 Hours,0.3,1,0,0.6875,NA,0.6875,0.6875,0.7872,0.6875,NA,0
UHT Milk,Charm,24 Hours,0.4,1,0.025,0.6917,1,0.6875,0.7083,0.7932,0.6917,0.2,0.025
UHT Milk,Charm,24 Hours,0.5,1,0.125,0.7917,1,0.6875,0.7917,0.8765,0.7917,1,0.125
UHT Milk,Charm,24 Hours,0.6,1,0.125,0.7917,1,0.6875,0.7917,0.8765,0.7917,1,0.125
UHT Milk,Charm,24 Hours,0.7,1,0.5833,0.8854,1,0.6875,0.8958,0.9344,0.8854,0.9414,0.5833
UHT Milk,Charm,24 Hours,0.8,1,0.625,0.9167,1,0.6875,0.9167,0.9523,0.9167,1,0.625
UHT Milk,Charm,24 Hours,0.9,1,0.625,0.9167,1,0.6875,0.9167,0.9523,0.9167,1,0.625
UHT Milk,Charm,24 Hours,1,1,0.75,0.9375,1,0.6875,0.9375,0.9636,0.9375,1,0.75
UHT Milk,Charm,24 Hours,1.1,1,0.875,0.9583,1,0.6875,0.9583,0.975,0.9583,1,0.875
UHT Milk,Charm,24 Hours,1.2,1,0.875,0.9583,1,0.6875,0.9583,0.975,0.9583,1,0.875
UHT Milk,Charm,24 Hours,1.3,1,0.9375,0.975,1,0.6875,0.9792,0.9861,0.975,0.9541,0.9375
UHT Milk,Charm,24 Hours,1.4,1,0.9375,0.975,1,0.6875,0.9792,0.9861,0.975,0.9541,0.9375
UHT Milk,Charm,24 Hours,1.5,1,0.9375,0.975,1,0.6875,0.9792,0.9861,0.975,0.9541,0.9375
UHT Milk,Charm,24 Hours,1.6,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,1.7,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,1.8,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,1.9,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.1,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.2,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.3,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.4,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.5,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.6,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.7,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.8,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,2.9,1,1,1,1,0.6875,1,1,1,1,1
UHT Milk,Charm,24 Hours,3,0.9688,1,1,0.9583,0.6875,0.9792,0.9821,0.9688,0.9634,0.9688
UHT Milk,Charm,24 Hours,3.1,0.8625,1,1,0.8438,0.6875,0.8958,0.9048,0.8625,0.852,0.8625
UHT Milk,Charm,24 Hours,3.2,0.7812,1,1,0.8208,0.6875,0.8333,0.9143,0.7812,0.9023,0.7812
UHT Milk,Charm,24 Hours,3.3,0.75,1,1,0.8125,0.6875,0.8125,1,0.75,1,0.75
UHT Milk,Charm,24 Hours,3.4,0.6833,1,1,0.7188,0.6875,0.7708,0.9481,0.6833,0.8899,0.6833
UHT Milk,Charm,24 Hours,3.5,0.4083,1,1,0.5146,0.6875,0.625,0.7544,0.4083,0.5974,0.4083
UHT Milk,Charm,24 Hours,3.6,0.2583,1,1,0.4562,0.6875,0.5,0.6167,0.2583,0.5268,0.2583
UHT Milk,Charm,24 Hours,3.7,0.2333,1,1,0.3938,0.6875,0.4792,0.5889,0.2333,0.4349,0.2333
UHT Milk,Charm,24 Hours,3.8,0.1417,1,1,0.3667,0.6875,0.4167,0.6944,0.1417,0.5398,0.1417
UHT Milk,Charm,24 Hours,3.9,0.0917,1,1,0.3354,0.6875,0.375,0.5357,0.0917,0.3817,0.0917
UHT Milk,Charm,24 Hours,4,0.05,1,1,0.3229,0.6875,0.3542,0.5714,0.05,0.3162,0.05
UHT Milk,Charm,24 Hours,4.1,0.05,1,1,0.3229,0.6875,0.3542,0.5714,0.05,0.3162,0.05
UHT Milk,Charm,24 Hours,4.2,0.025,1,1,0.3167,0.6875,0.3333,0.3333,0.025,0.2,0.025
UHT Milk,Charm,24 Hours,4.3,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.4,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.5,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.6,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.7,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.8,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,4.9,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5.1,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5.2,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5.3,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5.4,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,24 Hours,5.5,0,1,NA,0.3125,0.6875,0.3125,NA,0,NA,0
UHT Milk,Charm,48 Hours,0.3,1,0,0.7292,NA,0.7292,0.7292,0.9091,0.7292,NA,0
UHT Milk,Charm,48 Hours,0.4,1,0.1875,0.75,1,0.7292,0.8125,0.9221,0.75,1,0.1429
UHT Milk,Charm,48 Hours,0.5,1,0.3542,0.7708,1,0.7292,0.875,0.9351,0.7708,1,0.2857
UHT Milk,Charm,48 Hours,0.6,1,0.3542,0.7708,1,0.7292,0.875,0.9351,0.7708,1,0.2857
UHT Milk,Charm,48 Hours,0.7,1,0.875,0.9762,1,0.7292,0.9792,0.987,0.9762,1,0.8571
UHT Milk,Charm,48 Hours,0.8,0.9714,0.875,0.9762,0.9286,0.7292,0.9583,0.9711,0.9476,0.9387,0.8286
UHT Milk,Charm,48 Hours,0.9,0.9714,1,1,0.9375,0.7292,0.9792,0.9841,0.9714,0.9475,0.9714
UHT Milk,Charm,48 Hours,1,0.9429,1,1,0.875,0.7292,0.9583,0.9683,0.9429,0.895,0.9429
UHT Milk,Charm,48 Hours,1.1,0.8857,1,1,0.8438,0.7292,0.9167,0.9229,0.8857,0.8498,0.8857
UHT Milk,Charm,48 Hours,1.2,0.8,1,1,0.7708,0.7292,0.8542,0.963,0.8,0.8775,0.8
UHT Milk,Charm,48 Hours,1.3,0.6857,1,1,0.7125,0.7292,0.7708,0.8472,0.6857,0.7745,0.6857
UHT Milk,Charm,48 Hours,1.4,0.5714,1,1,0.6146,0.7292,0.6875,0.8643,0.5714,0.7527,0.5714
UHT Milk,Charm,48 Hours,1.5,0.5143,1,1,0.6042,0.7292,0.6458,0.9375,0.5143,0.8618,0.5143
UHT Milk,Charm,48 Hours,1.6,0.5143,1,1,0.6042,0.7292,0.6458,0.9375,0.5143,0.8618,0.5143
UHT Milk,Charm,48 Hours,1.7,0.5143,1,1,0.6042,0.7292,0.6458,0.9375,0.5143,0.8618,0.5143
UHT Milk,Charm,48 Hours,1.8,0.4571,1,1,0.5208,0.7292,0.6042,0.875,0.4571,0.7236,0.4571
UHT Milk,Charm,48 Hours,1.9,0.4286,1,1,0.5104,0.7292,0.5833,0.8304,0.4286,0.6909,0.4286
UHT Milk,Charm,48 Hours,2,0.3429,1,1,0.3792,0.7292,0.5208,0.7153,0.3429,0.478,0.3429
UHT Milk,Charm,48 Hours,2.1,0.3429,1,1,0.3792,0.7292,0.5208,0.7153,0.3429,0.478,0.3429
UHT Milk,Charm,48 Hours,2.2,0.3143,1,1,0.3583,0.7292,0.5,0.6806,0.3143,0.4317,0.3143
UHT Milk,Charm,48 Hours,2.3,0.2,1,1,0.3125,0.7292,0.4167,0.631,0.2,0.3599,0.2
UHT Milk,Charm,48 Hours,2.4,0.1143,1,1,0.2917,0.7292,0.3542,0.5714,0.1143,0.3162,0.1143
UHT Milk,Charm,48 Hours,2.5,0.0857,1,1,0.2854,0.7292,0.3333,0.4524,0.0857,0.2581,0.0857
UHT Milk,Charm,48 Hours,2.6,0.0857,1,1,0.2854,0.7292,0.3333,0.4524,0.0857,0.2581,0.0857
UHT Milk,Charm,48 Hours,2.7,0.0857,1,1,0.2854,0.7292,0.3333,0.4524,0.0857,0.2581,0.0857
UHT Milk,Charm,48 Hours,2.8,0.0571,1,1,0.2812,0.7292,0.3125,0.5714,0.0571,0.3162,0.0571
UHT Milk,Charm,48 Hours,2.9,0.0571,1,1,0.2812,0.7292,0.3125,0.5714,0.0571,0.3162,0.0571
UHT Milk,Charm,48 Hours,3,0.0571,1,1,0.2812,0.7292,0.3125,0.5714,0.0571,0.3162,0.0571
UHT Milk,Charm,48 Hours,3.1,0.0571,1,1,0.2812,0.7292,0.3125,0.5714,0.0571,0.3162,0.0571
UHT Milk,Charm,48 Hours,3.2,0.0286,1,1,0.275,0.7292,0.2917,0.3333,0.0286,0.2,0.0286
UHT Milk,Charm,48 Hours,3.3,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.4,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.5,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.6,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.7,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.8,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,3.9,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.1,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.2,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.3,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.4,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.5,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.6,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.7,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.8,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,4.9,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5.1,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5.2,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5.3,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5.4,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,Charm,48 Hours,5.5,0,1,NA,0.2708,0.7292,0.2708,NA,0,NA,0
UHT Milk,AttuneDilut,6 Hours,-0.4,1,0,0.4792,NA,0.4792,0.4792,0.8606,0.4792,NA,0
UHT Milk,AttuneDilut,6 Hours,-0.3,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,-0.2,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,-0.1,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.1,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.2,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.3,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.4,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.5,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.6,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.7,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.8,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,0.9,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.1,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.2,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.3,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.4,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.5,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
UHT Milk,AttuneDilut,6 Hours,1.6,1,0.4375,0.5521,1,0.4792,0.6667,0.9351,0.5521,0.9024,0.5333
